%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=521288629, 2018/09/12 0:25:57.33)
1 13  9.332590900762859576e+00 0 0 1.598340e+01 1.016258e+01 2.583748e+01 3.732431e+01 1.383074e+01 9.856304e+00 1.748331e+01 2.710782e+01 9.653960e+00 5.951043e+00 2.327952e+03 2.399175e+03 2.556944e+03 2.177325e+03 2.359680e+03 2.266339e+03 2.379345e+03 2.968769e+03 2.185867e+03 1.929616e+03 
2 25  7.067842212803107316e+00 0 0 3.362370e+01 2.481753e+01 1.488744e+01 3.001841e+01 2.103673e+01 3.558846e+01 -1.875750e+00 2.669289e+01 1.617150e+01 2.735234e+01 2.565687e+03 2.733345e+03 2.483823e+03 2.119730e+03 2.393049e+03 1.775148e+03 2.044643e+03 3.031966e+03 2.544912e+03 2.376210e+03 
3 37  2.997807275593373788e+00 0 0 3.164741e+01 2.280473e+01 2.888456e+01 6.862906e+00 2.271760e+00 3.538123e+01 5.165382e+00 1.836842e+01 4.290673e+01 9.539647e+00 2.845992e+03 2.786681e+03 2.460827e+03 2.218224e+03 2.791599e+03 2.001835e+03 1.817998e+03 2.350738e+03 2.809580e+03 2.336777e+03 
4 49  2.051780298981306316e+00 0 0 1.456173e+01 2.567272e+01 3.423289e+01 3.272414e+01 4.975369e+00 3.595824e+01 -1.376817e+01 1.468869e+01 3.052812e+01 2.926120e+01 2.215958e+03 3.025202e+03 2.876918e+03 2.387738e+03 2.459428e+03 2.376658e+03 1.887108e+03 2.713669e+03 2.735313e+03 2.186965e+03 
5 61  1.106131967572260066e+00 0 0 1.563428e+01 4.400080e+01 3.403988e+00 3.511008e+01 1.189558e+01 4.189074e+01 -1.108885e+01 3.188538e+01 2.354878e+01 1.928148e+01 2.918420e+03 2.623012e+03 3.104577e+03 2.518131e+03 2.641422e+03 2.234303e+03 1.930944e+03 2.557268e+03 2.227346e+03 2.292260e+03 
6 73 -2.657558797321257771e-02 0 0 1.741315e+01 2.349623e+01 2.937692e+01 3.038477e+01 1.165593e+01 5.593064e+01 -1.956178e+01 1.423433e+01 2.208955e+01 2.583381e+01 3.547191e+03 2.540818e+03 2.923528e+03 2.271040e+03 2.511718e+03 2.116431e+03 1.905780e+03 2.405347e+03 2.871105e+03 2.543531e+03 
7 85 -2.657558797321257771e-02 0 0 2.454412e+01 3.808140e+01 3.662410e+01 3.442442e+01 2.180012e+00 2.762865e+01 1.227297e+01 -5.011952e+00 1.574550e+01 1.603932e+01 2.741424e+03 2.480109e+03 2.468694e+03 2.604739e+03 2.704256e+03 2.246648e+03 1.861737e+03 2.539181e+03 2.223983e+03 2.917310e+03 
8 97 -2.657558797321257771e-02 0 0 2.255746e+01 2.380209e+01 2.418150e+01 3.613245e+01 6.497306e+00 3.229220e+01 8.428877e-01 1.235623e+01 7.319172e+00 2.474160e+01 2.756657e+03 2.164754e+03 2.329386e+03 2.476344e+03 2.614858e+03 2.112981e+03 1.533735e+03 2.362210e+03 2.755514e+03 2.331069e+03 
9 109 -2.657558797321257771e-02 0 0 2.888230e+01 4.637179e+01 1.935731e+01 3.291357e+01 -1.013287e+00 1.937679e+01 8.380829e+00 -1.488724e+00 1.867320e+01 1.607395e+01 2.658925e+03 2.657495e+03 1.859968e+03 2.227466e+03 3.074356e+03 2.235580e+03 2.169243e+03 2.729602e+03 2.524991e+03 2.688886e+03 
10 121 -2.657558797321257771e-02 0 0 1.408478e+01 3.380160e+01 2.268646e+01 4.728753e+01 1.400947e+01 1.358726e+01 6.809243e+00 -5.407435e+00 2.353934e+01 1.990391e+01 2.641240e+03 1.965568e+03 2.242672e+03 2.626756e+03 2.637880e+03 2.625931e+03 1.936684e+03 2.491122e+03 2.572697e+03 2.441023e+03 
11 133 -2.657558797321257771e-02 0 0 3.220451e+01 1.486811e+01 2.492232e+01 2.548606e+01 1.504883e+01 3.392406e+01 5.473652e+00 2.574132e+01 2.258658e+01 1.084916e+01 2.136982e+03 1.930326e+03 2.742766e+03 2.429886e+03 2.713508e+03 2.262009e+03 2.188098e+03 2.242470e+03 2.280447e+03 2.422034e+03 
