%  columns="iteration, evaluation, void, void, void, xmean" (startseed=521288629, 2018/09/12 0:25:57.33)
0 1 0 0 0 1.980313e+01 2.001171e+01 2.007680e+01 2.004731e+01 2.016228e+01 1.976987e+01 2.032827e+01 1.938533e+01 1.972739e+01 1.987798e+01 2.369073e+03 2.422475e+03 2.391434e+03 2.388058e+03 2.413364e+03 2.417225e+03 2.405585e+03 2.411094e+03 2.396653e+03 2.407284e+03 
1 13 0 0 0 1.767593e+01 1.504348e+01 2.923437e+01 2.009538e+01 2.009908e+01 1.816209e+01 1.771191e+01 1.950205e+01 1.777102e+01 1.456307e+01 2.379718e+03 2.383785e+03 2.435610e+03 2.265790e+03 2.348929e+03 2.264405e+03 2.430001e+03 2.668127e+03 2.314368e+03 2.183376e+03 
2 25 0 0 0 2.351172e+01 2.385767e+01 2.574452e+01 2.566611e+01 1.828533e+01 3.141444e+01 1.252238e+01 2.758966e+01 1.838653e+01 2.333301e+01 2.730556e+03 2.555799e+03 2.557847e+03 2.235962e+03 2.362256e+03 1.943640e+03 2.084818e+03 2.844639e+03 2.468814e+03 2.423758e+03 
3 37 0 0 0 2.464382e+01 2.171214e+01 3.489513e+01 2.083649e+01 9.236946e+00 3.260464e+01 3.969708e+00 2.488381e+01 2.963117e+01 2.261434e+01 2.777309e+03 2.623120e+03 2.645343e+03 2.272096e+03 2.461096e+03 1.920459e+03 1.902942e+03 2.497199e+03 2.587486e+03 2.405387e+03 
4 49 0 0 0 2.184448e+01 2.762454e+01 3.018797e+01 2.399416e+01 9.719613e+00 3.665822e+01 -9.368560e+00 1.599385e+01 3.024150e+01 2.617729e+01 2.581898e+03 2.773435e+03 2.646114e+03 2.392109e+03 2.502128e+03 2.125923e+03 1.866601e+03 2.655169e+03 2.465304e+03 2.362828e+03 
5 61 0 0 0 2.205841e+01 3.064165e+01 2.883265e+01 2.752365e+01 5.139973e+00 4.111500e+01 -2.226784e+00 1.300851e+01 2.566667e+01 2.901196e+01 2.848319e+03 2.463130e+03 2.460570e+03 2.393511e+03 2.460739e+03 2.145035e+03 1.854767e+03 2.424749e+03 2.545541e+03 2.412945e+03 
6 73 0 0 0 2.174215e+01 3.250920e+01 2.659076e+01 3.744171e+01 4.486922e+00 3.305297e+01 1.973781e+00 1.908739e+01 2.287945e+01 2.532989e+01 2.637333e+03 2.360522e+03 2.405989e+03 2.363755e+03 2.588215e+03 2.374253e+03 1.920172e+03 2.530266e+03 2.528269e+03 2.358223e+03 
7 85 0 0 0 2.434578e+01 3.006228e+01 2.472234e+01 3.988220e+01 1.737771e+00 3.385548e+01 6.640561e+00 8.962485e+00 1.603600e+01 3.384119e+01 2.638919e+03 2.414640e+03 2.322362e+03 2.496808e+03 2.667656e+03 2.432395e+03 1.776433e+03 2.586880e+03 2.553538e+03 2.471300e+03 
8 97 0 0 0 2.100393e+01 2.777115e+01 2.230842e+01 3.871799e+01 2.212321e+00 2.037694e+01 8.153272e+00 7.631954e+00 1.825136e+01 2.536310e+01 2.636423e+03 2.428668e+03 2.421325e+03 2.479607e+03 2.658088e+03 2.313846e+03 1.939341e+03 2.648067e+03 2.512454e+03 2.555092e+03 
9 109 0 0 0 1.891994e+01 2.557674e+01 2.528184e+01 3.409196e+01 6.695076e+00 2.154425e+01 3.688973e+00 5.889771e+00 1.853729e+01 2.198331e+01 2.622829e+03 2.237573e+03 2.494258e+03 2.515007e+03 2.855675e+03 2.378748e+03 1.821536e+03 2.739415e+03 2.668011e+03 2.309040e+03 
10 121 0 0 0 2.318127e+01 2.235131e+01 2.257963e+01 3.216559e+01 1.603819e+01 2.655505e+01 8.895687e+00 1.249933e+01 1.386995e+01 2.119805e+01 2.572832e+03 2.043150e+03 2.459469e+03 2.602209e+03 2.789049e+03 2.500039e+03 2.058208e+03 2.600692e+03 2.479676e+03 2.389379e+03 
11 133 0 0 0 2.943573e+01 1.733852e+01 2.563528e+01 2.890572e+01 1.659119e+01 3.023377e+01 9.478420e+00 1.636770e+01 1.950534e+01 1.767306e+01 2.393679e+03 2.051587e+03 2.607482e+03 2.483598e+03 2.679341e+03 2.553465e+03 2.123428e+03 2.514596e+03 2.363119e+03 2.355357e+03 
