%  columns="iteration, evaluation, void, void, void, xmean" (startseed=521288629, 2018/02/22 2:21:47.35)
0 1 0 0 0 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1 15 0 0 0 -7.051010e-01 -1.649199e+01 -1.809216e+01 -7.357171e+00 -1.421333e+01 -1.122937e+00 1.156782e+01 9.892946e+00 -3.031249e-01 1.432527e+01 1.814616e+01 -1.771787e+01 -1.209760e+01 5.178339e+00 -1.659941e+01 -7.654396e+00 2.060239e+01 -1.657967e+00 1.449640e+01 -3.790514e+00 -1.546666e+01 -9.615715e+00 8.320737e+00 -1.484019e+01 1.280365e+01 1.805108e+01 1.935058e-01 -3.501025e+01 -1.159483e+00 -1.951217e+01 9.286613e+00 -7.637432e+00 -1.873603e-01 6.778183e-01 -2.828792e-01 -1.512551e+00 
2 29 0 0 0 1.247196e+01 1.622132e+00 -2.237786e+01 -3.232915e+00 -1.705106e+01 2.780555e+00 -1.475519e-01 1.161246e+01 3.013832e+00 3.176402e+01 3.751708e+01 -8.834370e-01 -1.161950e+01 8.667172e+00 -1.836389e+01 6.036807e+00 2.393600e+01 -1.077702e+01 7.913096e+00 -1.306895e+01 -7.294546e+00 -1.378825e+00 -6.969416e+00 -1.495191e+01 2.892201e+00 1.664695e+01 -6.366253e+00 -1.791926e+01 2.639608e+00 -2.019747e+01 -1.873654e+00 -2.868650e+01 -6.579364e-01 5.314288e-02 5.389965e-01 -2.830698e+00 
3 43 0 0 0 1.599755e+01 -1.561168e+01 -1.269529e+01 2.138902e+01 -1.998410e+01 -9.222042e+00 -1.292518e+01 8.419655e+00 6.365458e+00 2.468946e+01 5.688681e+01 1.176955e+01 -1.135589e+01 2.422520e+01 -1.473837e+01 -5.522155e+00 9.598966e+00 -3.155180e+01 7.827175e+00 -1.579486e+01 -6.148530e+00 -2.422044e+01 -4.081713e-01 2.223797e+01 -2.363605e+00 2.064678e+01 -1.204606e+00 -2.723770e+01 4.199008e+00 -1.169645e+01 -3.336665e+01 -1.870890e+01 1.169866e+00 -8.544796e-01 -3.940320e-01 -1.612911e+00 
4 57 0 0 0 5.603286e+00 -2.295529e+01 -4.413083e+00 3.677155e+01 -2.061198e+01 -3.335187e+01 7.577475e+00 2.875387e+01 -2.582378e+00 3.550551e+00 4.945274e+01 1.561089e+01 -1.508604e+01 8.504904e+00 -3.211634e+00 -1.701786e+01 9.752934e+00 -2.329313e+01 7.776554e+00 -2.197403e+00 -3.526928e-01 -1.719638e+01 1.997223e+00 8.754081e+00 -5.359477e+00 2.850984e+01 -3.461070e+00 -1.871310e+01 4.706471e+00 -4.347564e+00 -1.775199e+01 -1.611596e+01 1.124495e+00 -6.939144e-01 2.581318e-01 -1.155058e+00 
5 71 0 0 0 -5.042720e+00 -6.921019e+00 2.147620e+01 4.081199e+01 -1.840654e+01 -1.314018e+01 1.935590e+01 4.443622e+01 -7.805007e+00 7.515854e+00 5.108908e+01 6.740901e+00 -2.320147e+01 -4.783679e+00 6.739836e+00 -2.569174e+01 1.080797e+01 -2.017022e+01 9.755226e+00 -2.348215e+00 -3.560606e-02 -7.847372e+00 1.299622e+01 7.022294e+00 -3.919678e-01 3.822243e+01 -1.501239e+00 -1.755932e+01 -2.015620e+01 7.087309e+00 -9.611511e+00 2.105373e+00 -3.485455e-01 2.662166e-01 2.082930e-01 -1.051301e+00 
6 85 0 0 0 2.172461e+00 -8.002623e+00 2.602362e+01 3.448076e+01 -9.820198e+00 4.865259e-01 3.477340e+01 4.249915e+01 -8.114214e+00 2.387646e+00 6.321113e+01 2.523798e+00 -6.033956e-01 -2.824059e+01 -7.959350e+00 -4.990660e+00 1.717512e+01 -2.030230e+00 2.311120e+01 1.132925e+01 3.730402e+00 2.568593e+00 1.414503e+01 1.358619e+01 -4.753992e+00 4.079691e+01 -8.407284e+00 -5.996763e+00 -2.930573e+01 1.244902e+01 -2.666218e+01 -1.805549e+01 8.062683e-01 -2.134533e-01 1.303493e+00 -1.335189e+00 
7 99 0 0 0 2.045853e+01 -6.230254e+00 1.755834e+01 3.020305e+01 -1.172654e+01 -9.791641e+00 3.938268e+01 4.972145e+01 -1.555079e+01 -5.903217e+00 7.306697e+01 7.456321e+00 8.985219e+00 -2.403518e+01 -1.007814e+01 -6.032066e+00 2.463830e+01 1.699717e+00 1.431259e+01 1.918846e-02 -1.131954e+01 9.300378e+00 3.054407e+00 9.756608e+00 9.598492e+00 4.424395e+01 5.190950e+00 5.245314e+00 -2.293128e+01 1.616115e+01 -1.970583e+01 -3.025472e+01 2.435063e-01 9.168468e-01 3.560408e+00 -1.028224e+00 
8 113 0 0 0 3.665497e+01 1.220373e+01 7.136189e+00 3.083432e+01 -2.019316e+01 -7.603251e+00 3.326280e+01 3.409511e+01 -2.079745e+01 -9.723705e+00 8.776179e+01 -1.659001e+00 1.064334e+01 -3.169452e+01 4.093485e-01 -9.946328e+00 4.508933e+00 2.790589e-01 1.563642e+01 2.019675e+01 -2.394296e+01 6.774395e+00 -7.887395e+00 1.788789e+01 -2.129341e+00 5.564315e+01 4.156141e+00 2.481132e+01 5.215260e+00 3.431117e+01 -2.775190e+01 -2.611033e+01 -8.520880e-01 5.044850e-01 2.818261e+00 4.766608e-02 
9 127 0 0 0 3.366049e+01 7.133736e+00 1.007777e+01 2.052026e+01 -1.600120e+01 -1.739975e+01 4.995536e+01 3.197369e+01 -4.865861e+00 -4.911606e+00 7.425207e+01 -4.206937e+00 1.681841e+01 -1.984044e+01 -3.747369e+00 -8.976816e+00 1.174657e+01 1.547236e+01 1.657163e+01 2.162504e+01 -5.681329e+00 1.528360e+01 1.515770e+01 2.445250e+01 3.355157e+00 7.438412e+01 -6.884174e+00 4.959956e+01 3.496475e+00 2.907651e+01 4.423204e-01 -2.827565e+01 3.869255e-02 6.912515e-01 4.341858e+00 3.855430e-01 
