%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=521288629, 2018/02/22 2:21:47.35)
29 407  8.001721060560271326e+00 0 0 4.338334e+01 -3.767866e+00 4.272334e-02 4.520961e+01 9.162110e+00 3.417565e+01 -5.034064e+00 4.024168e+01 7.440367e+00 7.003259e+01 2.264542e+01 -1.936990e+00 -2.667287e+00 3.672358e+00 5.370595e+01 1.690077e+01 3.434326e+01 3.646565e+01 3.749355e+01 7.753495e+01 1.670174e+01 -3.501631e+01 3.114718e+00 4.958636e+01 6.755858e-01 8.695793e+01 7.580262e+00 1.275833e+01 2.467453e+01 3.256192e+01 1.135500e+01 -2.658325e+00 6.354286e-01 -9.953662e-01 9.216521e-01 -2.125830e-01 
30 421  8.000014568212629129e+00 0 0 4.410254e+01 -5.904440e+00 1.203115e+01 3.433605e+01 2.663600e+00 5.227575e+01 -3.633509e+00 3.454628e+01 1.981530e+01 6.298175e+01 3.819994e+01 -6.458879e+00 1.771912e+01 1.535663e+00 4.914083e+01 2.339281e+01 1.277475e+01 2.841320e+01 4.998084e+01 8.793013e+01 1.179884e+01 -2.042884e+00 1.721339e+01 6.598123e+01 3.814354e+01 1.082084e+02 3.335866e+00 4.465524e+01 9.716973e+00 7.475574e+01 7.242451e+00 9.369285e+00 -1.831313e+00 2.041590e-01 -1.033793e+00 -1.522257e+00 
31 435  8.013005726514759175e+00 0 0 3.820731e+01 7.190499e+00 9.394459e+00 4.513583e+01 3.306710e+01 4.536261e+01 -2.511400e+01 2.109454e+01 3.724618e+01 3.248715e+01 8.840135e+00 6.415239e+00 -4.950198e+00 1.721346e+01 6.020908e+01 -3.271898e+00 3.614728e+01 1.921639e+01 4.120151e+01 8.904635e+01 2.886288e+01 -2.617086e+01 -2.149961e+01 6.483699e+01 2.297738e+01 1.167313e+02 5.829235e+00 4.432770e+01 1.814492e+00 5.957463e+01 -3.085872e+00 1.712984e+01 -2.926515e+00 -2.689462e-01 2.010749e+00 -1.591191e+00 
32 449  8.000144519570689283e+00 0 0 1.171627e+01 -6.572225e+00 3.872452e+01 2.362434e+01 -1.466259e-01 3.246937e+01 2.619360e+01 4.925568e+01 1.005806e+01 4.983728e+01 1.630778e+01 -8.243130e-01 4.189496e+01 3.657751e+01 5.891646e+01 5.266503e+01 3.535051e+01 1.325480e+01 5.140449e+01 9.141379e+01 3.180987e+01 1.150091e+01 3.266681e+01 4.245134e+01 3.641979e+01 1.372405e+02 2.538191e+01 4.033662e+01 1.989241e+01 5.272576e+01 1.454096e+01 8.315716e+00 9.820432e-02 -4.936878e-02 -1.183662e+00 -2.356499e+00 
33 463  8.001292545779136844e+00 0 0 4.209028e+01 7.041659e+00 2.626143e+01 3.788487e+01 -5.958472e+00 3.946653e+01 3.864339e+01 5.752986e+01 2.506484e+01 6.005286e+01 1.141308e+01 1.239871e+01 3.933429e+01 4.694364e+01 5.926801e+01 2.534967e+01 4.843776e+01 1.748304e+01 5.460453e+01 7.301277e+01 1.161923e+01 3.381186e+01 2.183283e+01 5.633415e+01 3.253497e+01 1.054710e+02 1.599137e+01 7.950164e+01 2.921693e+01 1.896813e+01 1.711136e+01 -2.192383e+01 -2.571964e+00 1.893646e+00 -1.368554e+00 7.016243e-01 
34 477  8.001884145981772889e+00 0 0 2.335399e+01 1.258855e+01 5.405305e+01 6.061124e+01 4.252187e+00 4.875690e+01 2.590600e+01 5.805162e+01 1.340929e+01 6.896374e+01 1.675395e+01 2.405284e+01 3.437521e+01 2.762319e+01 4.832438e+01 2.785794e+01 1.421769e+01 1.191293e+01 5.673771e+01 4.276065e+01 3.163830e+01 1.347802e+01 1.820461e+01 3.503420e+01 2.618718e+01 1.298764e+02 4.027719e+00 6.243371e+01 2.874667e+01 7.188680e+01 2.248277e+01 -8.118148e+00 -1.376936e+00 -1.487492e-01 9.950360e-01 2.117765e+00 
35 491  8.002457257248094535e+00 0 0 1.899103e+01 2.612669e+00 2.687699e+01 2.913401e+01 -2.201755e+01 4.434961e+01 1.515487e+01 4.097997e+01 3.274249e+01 6.023088e+01 1.158152e+01 1.462248e+01 2.820883e+01 1.017431e+01 7.803186e+01 3.646170e+01 3.006061e+01 -1.068144e+01 3.856748e+01 6.314575e+01 4.119803e+01 5.273366e+00 2.722833e+00 3.725472e+01 2.686870e+01 1.017246e+02 2.120247e+01 5.362082e+01 2.344122e+01 5.289434e+01 8.591457e+00 -1.927119e+01 -3.839463e+00 1.014117e+00 -1.808509e+00 4.581640e-01 
36 505  8.000018063021418158e+00 0 0 2.589919e+01 -1.925381e+00 3.722765e+01 2.638227e+01 -2.460284e+00 4.337890e+01 6.403627e+00 4.880325e+01 2.112047e+01 3.774958e+01 8.985206e+00 3.632007e+01 2.455725e+01 2.761001e+01 6.421092e+01 5.823843e+01 3.659524e+01 -7.690275e+00 5.019570e+00 5.882870e+01 3.330963e+01 2.570867e+01 -1.134063e+01 5.932002e+01 3.553146e+01 9.774942e+01 2.710157e+01 4.717432e+01 3.682696e+01 4.135975e+01 7.362376e+00 -2.861311e+01 -1.648745e+00 1.181726e+00 -3.629258e+00 2.796371e+00 
37 519  8.000131851348582401e+00 0 0 1.750915e+01 2.080599e+01 8.039790e+01 -9.916546e-01 -2.325270e+01 5.821947e+01 -7.902637e+00 5.394252e+01 1.179961e+01 3.342627e+01 2.896720e+01 3.180363e+01 7.552542e+00 4.098416e+01 5.657658e+01 5.811264e+01 5.320923e+01 2.576736e+01 2.883461e+01 4.843478e+01 2.259085e+01 -1.032936e+01 -4.070912e+00 7.058930e+01 4.579882e+01 1.196013e+02 5.042856e+00 5.007043e+01 4.792938e+01 6.717290e+01 7.973351e+00 1.118272e+01 -1.148265e-02 1.589335e+00 -1.541670e+00 1.329988e+00 
38 533  8.000151798869371333e+00 0 0 3.758865e+01 1.548397e+01 4.507001e+01 1.324179e+01 -3.680682e+01 7.391007e+01 5.925320e+00 4.944117e+01 3.525525e+01 7.506274e+01 2.380611e+01 2.225411e+01 4.148477e+01 1.927504e+01 4.330525e+01 4.985801e+01 5.768048e+01 1.189638e+01 4.134431e+01 6.407504e+01 4.016389e+01 2.255013e+01 1.055722e+01 4.683637e+01 2.443499e+01 8.426172e+01 8.886555e+00 5.738859e+01 3.512832e+01 6.607566e+01 1.286247e+01 3.361892e-02 -3.347881e+00 2.363695e+00 -5.297118e+00 -1.781082e+00 
39 547  8.001029575558398221e+00 0 0 1.794764e+01 4.923936e+01 4.358742e+01 1.423013e+01 -3.416896e+01 7.948336e+01 1.369900e+01 7.048895e+01 2.393921e+01 7.635382e+01 1.640681e+01 1.920830e+01 6.694979e+00 3.809047e+01 4.377436e+01 5.160110e+01 6.649864e+01 1.583934e+01 3.100007e+01 5.581563e+01 3.472144e+01 8.669209e+00 2.031084e+01 3.841525e+01 6.527975e+00 1.149833e+02 4.396330e+01 4.271423e+01 4.643407e+01 6.997875e+01 1.510374e+01 8.441064e+00 -3.151371e+00 5.756341e-01 -3.041754e+00 -1.702261e+00 
40 561  8.000000062805426637e+00 0 0 1.249025e+01 5.180124e+01 3.598543e+01 3.794843e+00 -4.728921e+01 7.766649e+01 1.187007e+00 5.814640e+01 2.804614e+01 7.021741e+01 3.068393e+01 2.162750e+01 1.455087e+01 8.201303e+00 1.732158e+01 3.065981e+01 3.633823e+01 3.849949e+01 3.567640e+01 6.573675e+01 3.826936e+01 1.515698e+01 8.968416e+00 2.634922e+01 2.946434e+01 1.072950e+02 8.041115e-01 3.373105e+01 2.878152e+01 9.134747e+01 3.239843e+01 -6.429451e+00 -4.560602e+00 3.249077e+00 -1.387475e+00 -2.264296e-01 
41 575  8.000006636822879713e+00 0 0 2.873368e+01 5.127434e+01 3.929589e+01 3.375123e+00 -2.976872e+01 1.053666e+02 9.487962e+00 6.865799e+01 3.202660e+01 5.138417e+01 3.790294e+01 1.567395e+01 2.413584e+01 -6.538708e+00 -9.934466e-01 4.162199e+01 2.606978e+01 1.017842e+01 1.555646e+01 5.957410e+01 4.657410e+01 1.081272e+01 1.509068e+01 3.419141e+01 4.700291e+01 8.157406e+01 3.886133e+01 3.955428e+01 3.174710e+01 9.744546e+01 1.367502e+00 -5.997182e+00 -2.992143e+00 1.393959e-01 -6.750068e-01 -9.244289e-01 
42 589  8.000385805279925933e+00 0 0 3.105867e+01 1.349787e+01 2.168398e+01 -8.523612e+00 -2.819975e+01 1.219195e+02 1.509864e+01 6.548824e+01 3.759567e+01 8.030287e+01 -6.015087e+00 1.883609e+01 1.864794e+01 1.441313e+01 3.211660e+01 3.789826e+01 3.642938e+01 8.269008e+00 1.068946e+01 3.938412e+01 8.470504e+01 4.952426e+00 3.112015e+01 2.622900e+01 4.046698e+01 1.127026e+02 3.138643e+01 5.453749e+01 2.653833e+01 5.498231e+01 1.913940e+01 1.874532e+01 -7.607262e-01 1.401943e+00 1.063543e+00 -3.323139e-01 
43 603  8.003787894319501106e+00 0 0 6.228430e+01 1.827843e+01 6.636245e+01 -2.164462e+01 -7.409109e+00 9.222665e+01 1.401010e+01 4.910731e+01 1.757950e+01 6.907336e+01 1.428410e+01 -9.300778e+00 4.251079e+00 -2.012695e+01 4.399854e+01 2.114619e+01 5.617994e+01 -2.029333e+01 5.914346e+00 2.697116e+01 4.926325e+01 -4.805425e+00 -1.390032e+00 2.467387e+01 1.825179e+01 9.530735e+01 3.158560e+01 4.954377e+01 2.079889e+01 8.474131e+01 3.871376e-01 1.757179e+01 1.248697e-01 1.274236e+00 -1.283260e+00 6.154587e-02 
