%  columns="iteration, evaluation, void, void, void, xmean" (startseed=521288629, 2018/02/22 2:57:8.96)
0 1 0 0 0 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1 11 0 0 0 7.846387e-01 -1.835306e+01 3.927401e+00 2.218573e+00 -2.181210e+01 2.807169e+01 1.760852e+01 9.956449e+00 
